step,Monolithic,Static2Layer,ARH,Dissonance
181,91.5,93.10000000000001,93.0,0.0
182,91.5,93.10000000000001,93.0,0.0
183,91.5,93.10000000000001,93.0,0.0
184,91.5,93.10000000000001,93.0,0.0
185,91.5,93.10000000000001,93.0,0.0
186,91.5,93.10000000000001,93.0,0.0
187,91.5,93.10000000000001,93.0,0.0
188,91.5,93.10000000000001,93.0,0.0
189,91.5,93.10000000000001,93.0,0.0
190,91.5,93.10000000000001,93.0,0.0
191,91.5,93.10000000000001,93.0,0.0
192,91.5,93.10000000000001,93.0,0.0
193,91.5,93.10000000000001,93.0,0.0
194,91.5,93.10000000000001,93.0,0.0
195,91.5,93.10000000000001,93.0,0.0
196,91.5,93.10000000000001,93.0,0.0
197,91.5,93.10000000000001,93.0,0.0
198,91.5,93.10000000000001,93.0,0.0
199,91.5,93.10000000000001,93.0,0.0
200,91.5,93.10000000000001,93.0,0.0
201,91.5,93.10000000000001,93.0,0.0
202,91.5,93.10000000000001,93.0,0.0
203,91.5,93.10000000000001,93.0,0.0
204,91.5,93.10000000000001,93.0,0.0
205,91.5,93.10000000000001,93.0,0.0
206,91.5,93.10000000000001,93.0,0.0
207,91.5,93.10000000000001,93.0,0.0
208,91.5,93.10000000000001,93.0,0.0
209,91.5,93.10000000000001,93.0,0.0
210,91.5,93.10000000000001,93.0,0.0
211,91.5,93.10000000000001,93.0,0.0
212,91.5,93.10000000000001,93.0,0.0
213,91.5,93.10000000000001,93.0,0.0
214,91.5,93.10000000000001,93.0,0.0
215,91.5,93.10000000000001,93.0,0.0
216,91.5,93.10000000000001,93.0,0.0
217,91.5,93.10000000000001,93.0,0.0
218,91.5,93.10000000000001,93.0,0.0
219,91.5,93.10000000000001,93.0,0.0
220,91.5,93.10000000000001,93.0,0.0
221,91.5,93.10000000000001,93.0,0.0
222,91.5,93.10000000000001,93.0,0.0
223,91.5,93.10000000000001,93.0,0.0
224,91.5,93.10000000000001,93.0,0.0
225,91.5,93.10000000000001,93.0,0.0
226,91.5,93.10000000000001,93.0,0.0
227,91.5,93.10000000000001,93.0,0.0
228,91.5,93.10000000000001,93.0,0.0
229,91.5,93.10000000000001,93.0,0.0
230,91.5,93.10000000000001,93.0,0.0
231,91.5,93.10000000000001,93.0,0.0
232,91.5,93.10000000000001,93.0,0.0
233,91.5,93.10000000000001,93.0,0.0
234,91.5,93.10000000000001,93.0,0.0
235,91.5,93.10000000000001,93.0,0.0
236,91.5,93.10000000000001,93.0,0.0
237,91.5,93.10000000000001,93.0,0.0
238,91.5,93.10000000000001,93.0,0.0
239,91.5,93.10000000000001,93.0,0.0
240,91.5,93.10000000000001,93.0,0.0
241,91.5,93.10000000000001,93.0,0.0
242,91.5,93.10000000000001,93.0,0.0
243,91.5,93.10000000000001,93.0,0.0
244,91.5,93.10000000000001,93.0,0.0
245,91.5,93.10000000000001,93.0,0.0
246,91.5,93.10000000000001,93.0,0.0
247,91.5,93.10000000000001,93.0,0.0
248,91.5,93.10000000000001,93.0,0.0
249,91.5,93.10000000000001,93.0,0.0
250,91.5,93.10000000000001,93.0,0.0
251,91.5,93.10000000000001,93.0,0.0
252,91.5,93.10000000000001,93.0,0.0
253,91.5,93.10000000000001,93.0,0.0
254,91.5,93.10000000000001,93.0,0.0
255,91.5,93.10000000000001,93.0,0.0
256,91.5,93.10000000000001,93.0,0.0
257,91.5,93.10000000000001,93.0,0.0
258,91.5,93.10000000000001,93.0,0.0
259,91.5,93.10000000000001,93.0,0.0
260,91.5,93.10000000000001,93.0,0.0
261,91.5,93.10000000000001,93.0,0.0
262,91.5,93.10000000000001,93.0,0.0
263,91.5,93.10000000000001,93.0,0.0
264,91.5,93.10000000000001,93.0,0.0
265,91.5,93.10000000000001,93.0,0.0
266,91.5,93.10000000000001,93.0,0.0
267,91.5,93.10000000000001,93.0,0.0
268,91.5,93.10000000000001,93.0,0.0
269,91.5,93.10000000000001,93.0,0.0
270,91.5,93.10000000000001,93.0,0.0
271,91.5,93.10000000000001,93.0,0.0
272,91.5,93.10000000000001,93.0,0.0
273,91.5,93.10000000000001,93.0,0.0
274,91.5,93.10000000000001,93.0,0.0
275,91.5,93.10000000000001,93.0,0.0
276,91.5,93.10000000000001,93.0,0.0
277,91.5,93.10000000000001,93.0,0.0
278,91.5,93.10000000000001,93.0,0.0
279,91.5,93.10000000000001,93.0,0.0
280,91.5,93.10000000000001,93.0,0.0
281,91.5,93.10000000000001,93.0,0.0
282,91.5,93.10000000000001,93.0,0.0
283,91.5,93.10000000000001,93.0,0.0
284,91.5,93.10000000000001,93.0,0.0
285,91.5,93.10000000000001,93.0,0.0
286,91.5,93.10000000000001,93.0,0.0
287,91.5,93.10000000000001,93.0,0.0
288,91.5,93.10000000000001,93.0,0.0
289,91.5,93.10000000000001,93.0,0.0
290,91.5,93.10000000000001,93.0,0.0
291,91.5,93.10000000000001,93.0,0.0
292,91.5,93.10000000000001,93.0,0.0
293,91.5,93.10000000000001,93.0,0.0
294,91.5,93.10000000000001,93.0,0.0
295,91.5,93.10000000000001,93.0,0.0
296,91.5,93.10000000000001,93.0,0.0
297,91.5,93.10000000000001,93.0,0.0
298,91.5,93.10000000000001,93.0,0.0
299,91.5,93.10000000000001,93.0,0.0
300,91.5,93.10000000000001,93.0,0.0
301,91.5,93.10000000000001,93.0,0.0
302,91.5,93.10000000000001,93.0,0.0
303,91.5,93.10000000000001,93.0,0.0
304,91.5,93.10000000000001,93.0,0.0
305,91.5,93.10000000000001,93.0,0.0
306,91.5,93.10000000000001,93.0,0.0
307,91.5,93.10000000000001,93.0,0.0
308,91.5,93.10000000000001,93.0,0.0
309,91.5,93.10000000000001,93.0,0.0
310,91.5,93.10000000000001,93.0,0.0
311,91.5,93.10000000000001,93.0,0.0
312,91.5,93.10000000000001,93.0,0.0
313,91.5,93.10000000000001,93.0,0.0
314,91.5,93.10000000000001,93.0,0.0
315,91.5,93.10000000000001,93.0,0.0
316,91.5,93.10000000000001,93.0,0.0
317,91.5,93.10000000000001,93.0,0.0
318,91.5,93.10000000000001,93.0,0.0
319,91.5,93.10000000000001,93.0,0.0
320,91.5,93.10000000000001,93.0,0.0
321,91.5,93.10000000000001,93.0,0.0
322,91.5,93.10000000000001,93.0,0.0
323,91.5,93.10000000000001,93.0,0.0
324,91.5,93.10000000000001,93.0,0.0
325,91.5,93.10000000000001,93.0,0.0
326,91.5,93.10000000000001,93.0,0.0
327,91.5,93.10000000000001,93.0,0.0
328,91.5,93.10000000000001,93.0,0.0
329,91.5,93.10000000000001,93.0,0.0
330,91.5,93.10000000000001,93.0,0.0
331,91.5,93.10000000000001,93.0,0.0
332,91.5,93.10000000000001,93.0,0.0
333,91.5,93.10000000000001,93.0,0.0
334,91.5,93.10000000000001,93.0,0.0
335,91.5,93.10000000000001,93.0,0.0
336,91.5,93.10000000000001,93.0,0.0
337,91.5,93.10000000000001,93.0,0.0
338,91.5,93.10000000000001,93.0,0.0
339,91.5,93.10000000000001,93.0,0.0
340,91.5,93.10000000000001,93.0,0.0
341,91.5,93.10000000000001,93.0,0.0
342,91.5,93.10000000000001,93.0,0.0
343,91.5,93.10000000000001,93.0,0.0
344,91.5,93.10000000000001,93.0,0.0
345,91.5,93.10000000000001,93.0,0.0
346,91.5,93.10000000000001,93.0,0.0
347,91.5,93.10000000000001,93.0,0.0
348,91.5,93.10000000000001,93.0,0.0
349,91.5,93.10000000000001,93.0,0.0
350,91.5,93.10000000000001,93.0,0.0
351,91.5,93.10000000000001,93.0,0.0
352,91.5,93.10000000000001,93.0,0.0
353,91.5,93.10000000000001,93.0,0.0
354,91.5,93.10000000000001,93.0,0.0
355,91.5,93.10000000000001,93.0,0.0
356,91.5,93.10000000000001,93.0,0.0
357,91.5,93.10000000000001,93.0,0.0
358,91.5,93.10000000000001,93.0,0.0
359,91.5,93.10000000000001,93.0,0.0
360,91.5,93.10000000000001,93.0,0.0
361,91.5,93.10000000000001,93.0,0.0
362,91.5,93.10000000000001,93.0,0.0
363,91.5,93.10000000000001,93.0,0.0
364,91.5,93.10000000000001,93.0,0.0
365,91.5,93.10000000000001,93.0,0.0
366,91.5,93.10000000000001,93.0,0.0
367,91.5,93.10000000000001,93.0,0.0
368,91.5,93.10000000000001,93.0,0.0
369,91.5,93.10000000000001,93.0,0.0
370,91.5,93.10000000000001,93.0,0.0
371,91.5,93.10000000000001,93.0,0.0
372,91.5,93.10000000000001,93.0,0.0
373,91.5,93.10000000000001,93.0,0.0
374,91.5,93.10000000000001,93.0,0.0
375,91.5,93.10000000000001,93.0,0.0
376,91.5,93.10000000000001,93.0,0.0
377,91.5,93.10000000000001,93.0,0.0
378,91.5,93.10000000000001,93.0,0.0
379,91.5,93.10000000000001,93.0,0.0
380,91.5,93.10000000000001,93.0,0.0
381,91.5,93.10000000000001,93.0,0.0
382,91.5,93.10000000000001,93.0,0.0
383,91.5,93.10000000000001,93.0,0.0
384,91.5,93.10000000000001,93.0,0.0
385,91.5,93.10000000000001,93.0,0.0
386,91.5,93.10000000000001,93.0,0.0
387,91.5,93.10000000000001,93.0,0.0
388,91.5,93.10000000000001,93.0,0.0
389,91.5,93.10000000000001,93.0,0.0
390,91.5,93.10000000000001,93.0,0.0
391,91.5,93.10000000000001,93.0,0.0
392,91.5,93.10000000000001,93.0,0.0
393,91.5,93.10000000000001,93.0,0.0
394,91.5,93.10000000000001,93.0,0.0
395,91.5,93.10000000000001,93.0,0.0
396,91.5,93.10000000000001,93.0,0.0
397,91.5,93.10000000000001,93.0,0.0
398,91.5,93.10000000000001,93.0,0.0
399,91.5,93.10000000000001,93.0,0.0
400,91.5,93.10000000000001,93.0,0.0
401,91.5,93.10000000000001,93.0,0.0
402,91.5,93.10000000000001,93.0,0.0
403,91.5,93.10000000000001,93.0,0.0
404,91.5,93.10000000000001,93.0,0.0
405,91.5,93.10000000000001,93.0,0.0
406,91.5,93.10000000000001,93.0,0.0
407,91.5,93.10000000000001,93.0,0.0
408,91.5,93.10000000000001,93.0,0.0
409,91.5,93.10000000000001,93.0,0.0
410,91.5,93.10000000000001,93.0,0.0
411,91.5,93.10000000000001,93.0,0.0
412,91.5,93.10000000000001,93.0,0.0
413,91.5,93.10000000000001,93.0,0.0
414,91.5,93.10000000000001,93.0,0.0
415,91.5,93.10000000000001,93.0,0.0
416,91.5,93.10000000000001,93.0,0.0
417,91.5,93.10000000000001,93.0,0.0
418,91.5,93.10000000000001,93.0,0.0
419,91.5,93.10000000000001,93.0,0.0
420,91.5,93.10000000000001,93.0,0.0
421,91.5,93.10000000000001,93.0,0.0
422,91.5,93.10000000000001,93.0,0.0
423,91.5,93.10000000000001,93.0,0.0
424,91.5,93.10000000000001,93.0,0.0
425,91.5,93.10000000000001,93.0,0.0
426,91.5,93.10000000000001,93.0,0.0
427,91.5,93.10000000000001,93.0,0.0
428,91.5,93.10000000000001,93.0,0.0
429,91.5,93.10000000000001,93.0,0.0
430,91.5,93.10000000000001,93.0,0.0
431,91.5,93.10000000000001,93.0,0.0
432,91.5,93.10000000000001,93.0,0.0
433,91.5,93.10000000000001,93.0,0.0
434,91.5,93.10000000000001,93.0,0.0
435,91.5,93.10000000000001,93.0,0.0
436,91.5,93.10000000000001,93.0,0.0
437,91.5,93.10000000000001,93.0,0.0
438,91.5,93.10000000000001,93.0,0.0
439,91.5,93.10000000000001,93.0,0.0
440,91.5,93.10000000000001,93.0,0.0
441,91.5,93.10000000000001,93.0,0.0
442,91.5,93.10000000000001,93.0,0.0
443,91.5,93.10000000000001,93.0,0.0
444,91.5,93.10000000000001,93.0,0.0
445,91.5,93.10000000000001,93.0,0.0
446,91.5,93.10000000000001,93.0,0.0
447,91.5,93.10000000000001,93.0,0.0
448,91.5,93.10000000000001,93.0,0.0
449,91.5,93.10000000000001,93.0,0.0
450,91.5,93.10000000000001,93.0,0.0
451,91.5,93.10000000000001,93.0,0.0
452,91.5,93.10000000000001,93.0,0.0
453,91.5,93.10000000000001,93.0,0.0
454,91.5,93.10000000000001,93.0,0.0
455,91.5,93.10000000000001,93.0,0.0
456,91.5,93.10000000000001,93.0,0.0
457,91.5,93.10000000000001,93.0,0.0
458,91.5,93.10000000000001,93.0,0.0
459,91.5,93.10000000000001,93.0,0.0
460,91.5,93.10000000000001,93.0,0.0
461,91.5,93.10000000000001,93.0,0.0
462,91.5,93.10000000000001,93.0,0.0
463,91.5,93.10000000000001,93.0,0.0
464,91.5,93.10000000000001,93.0,0.0
465,91.5,93.10000000000001,93.0,0.0
466,91.5,93.10000000000001,93.0,0.0
467,91.5,93.10000000000001,93.0,0.0
468,91.5,93.10000000000001,93.0,0.0
469,91.5,93.10000000000001,93.0,0.0
470,91.5,93.10000000000001,93.0,0.0
471,91.5,93.10000000000001,93.0,0.0
472,91.5,93.10000000000001,93.0,0.0
473,91.5,93.10000000000001,93.0,0.0
474,91.5,93.10000000000001,93.0,0.0
475,91.5,93.10000000000001,93.0,0.0
476,91.5,93.10000000000001,93.0,0.0
477,91.5,93.10000000000001,93.0,0.0
478,91.5,93.10000000000001,93.0,0.0
479,91.5,93.10000000000001,93.0,0.0
480,91.5,93.10000000000001,93.0,0.0
481,91.5,93.10000000000001,93.0,0.0
482,91.5,93.10000000000001,93.0,0.0
483,91.5,93.10000000000001,93.0,0.0
484,91.5,93.10000000000001,93.0,0.0
485,91.5,93.10000000000001,93.0,0.0
486,91.5,93.10000000000001,93.0,0.0
487,91.5,93.10000000000001,93.0,0.0
488,91.5,93.10000000000001,93.0,0.0
489,91.5,93.10000000000001,93.0,0.0
490,91.5,93.10000000000001,93.0,0.0
491,91.5,93.10000000000001,93.0,0.0
492,91.5,93.10000000000001,93.0,0.0
493,91.5,93.10000000000001,93.0,0.0
494,91.5,93.10000000000001,93.0,0.0
495,91.5,93.10000000000001,93.0,0.0
496,91.5,93.10000000000001,93.0,0.0
497,91.5,93.10000000000001,93.0,0.0
498,91.5,93.10000000000001,93.0,0.0
499,91.5,93.10000000000001,93.0,0.0
500,91.5,93.10000000000001,93.0,0.0
501,91.5,93.10000000000001,93.0,0.0
502,91.5,93.10000000000001,93.0,0.0
503,91.5,93.10000000000001,93.0,0.0
504,91.5,93.10000000000001,93.0,0.0
505,91.5,93.10000000000001,93.0,0.0
506,91.5,93.10000000000001,93.0,0.0
507,91.5,93.10000000000001,93.0,0.0
508,91.5,93.10000000000001,93.0,0.0
509,91.5,93.10000000000001,93.0,0.0
510,91.5,93.10000000000001,93.0,0.0
511,91.5,93.10000000000001,93.0,0.0
512,91.5,93.10000000000001,93.0,0.0
513,91.5,93.10000000000001,93.0,0.0
514,91.5,93.10000000000001,93.0,0.0
515,91.5,93.10000000000001,93.0,0.0
516,91.5,93.10000000000001,93.0,0.0
517,91.5,93.10000000000001,93.0,0.0
518,91.5,93.10000000000001,93.0,0.0
519,91.5,93.10000000000001,93.0,0.0
520,91.5,93.10000000000001,93.0,0.0
521,91.5,93.10000000000001,93.0,0.0
522,91.5,93.10000000000001,93.0,0.0
523,91.5,93.10000000000001,93.0,0.0
524,91.5,93.10000000000001,93.0,0.0
525,91.5,93.10000000000001,93.0,0.0
526,91.5,93.10000000000001,93.0,0.0
527,91.5,93.10000000000001,93.0,0.0
528,91.5,93.10000000000001,93.0,0.0
529,91.5,93.10000000000001,93.0,0.0
530,91.5,93.10000000000001,93.0,0.0
531,91.5,93.10000000000001,93.0,0.0
532,91.5,93.10000000000001,93.0,0.0
533,91.5,93.10000000000001,93.0,0.0
534,91.5,93.10000000000001,93.0,0.0
535,91.5,93.10000000000001,93.0,0.0
536,91.5,93.10000000000001,93.0,0.0
537,91.5,93.10000000000001,93.0,0.0
538,91.5,93.10000000000001,93.0,0.0
539,91.5,93.10000000000001,93.0,0.0
540,91.5,93.10000000000001,93.0,0.0
541,91.5,93.10000000000001,93.0,0.0
542,91.5,93.10000000000001,93.0,0.0
543,91.5,93.10000000000001,93.0,0.0
544,91.5,93.10000000000001,93.0,0.0
545,91.5,93.10000000000001,93.0,0.0
546,91.5,93.10000000000001,93.0,0.0
547,91.5,93.10000000000001,93.0,0.0
548,91.5,93.10000000000001,93.0,0.0
549,91.5,93.10000000000001,93.0,0.0
550,91.5,93.10000000000001,93.0,0.0
551,91.5,93.10000000000001,93.0,0.0
552,91.5,93.10000000000001,93.0,0.0
553,91.5,93.10000000000001,93.0,0.0
554,91.5,93.10000000000001,93.0,0.0
555,91.5,93.10000000000001,93.0,0.0
556,91.5,93.10000000000001,93.0,0.0
557,91.5,93.10000000000001,93.0,0.0
558,91.5,93.10000000000001,93.0,0.0
559,91.5,93.10000000000001,93.0,0.0
560,91.5,93.10000000000001,93.0,0.0
561,91.5,93.10000000000001,93.0,0.0
562,91.5,93.10000000000001,93.0,0.0
563,91.5,93.10000000000001,93.0,0.0
564,91.5,93.10000000000001,93.0,0.0
565,91.5,93.10000000000001,93.0,0.0
566,91.5,93.10000000000001,93.0,0.0
567,91.5,93.10000000000001,93.0,0.0
568,91.5,93.10000000000001,93.0,0.0
569,91.5,93.10000000000001,93.0,0.0
570,91.5,93.10000000000001,93.0,0.0
571,91.5,93.10000000000001,93.0,0.0
572,91.5,93.10000000000001,93.0,0.0
573,91.5,93.10000000000001,93.0,0.0
574,91.5,93.10000000000001,93.0,0.0
575,91.5,93.10000000000001,93.0,0.0
576,91.5,93.10000000000001,93.0,0.0
577,91.5,93.10000000000001,93.0,0.0
578,91.5,93.10000000000001,93.0,0.0
579,91.5,93.10000000000001,93.0,0.0
580,91.5,93.10000000000001,93.0,0.0
581,91.5,93.10000000000001,93.0,0.0
582,91.5,93.10000000000001,93.0,0.0
583,91.5,93.10000000000001,93.0,0.0
584,91.5,93.10000000000001,93.0,0.0
585,91.5,93.10000000000001,93.0,0.0
586,91.5,93.10000000000001,93.0,0.0
587,91.5,93.10000000000001,93.0,0.0
588,91.5,93.10000000000001,93.0,0.0
589,91.5,93.10000000000001,93.0,0.0
590,91.5,93.10000000000001,93.0,0.0
591,91.5,93.10000000000001,93.0,0.0
592,91.5,93.10000000000001,93.0,0.0
593,91.5,93.10000000000001,93.0,0.0
594,91.5,93.10000000000001,93.0,0.0
595,91.5,93.10000000000001,93.0,0.0
596,91.5,93.10000000000001,93.0,0.0
597,91.5,93.10000000000001,93.0,0.0
598,91.5,93.10000000000001,93.0,0.0
599,91.5,93.10000000000001,93.0,0.0
600,91.5,93.10000000000001,93.0,0.0
601,91.5,93.10000000000001,93.0,0.0
602,91.5,93.10000000000001,93.0,0.0
603,91.5,93.10000000000001,93.0,0.0
604,91.5,93.10000000000001,93.0,0.0
605,91.5,93.10000000000001,93.0,0.0
606,91.5,93.10000000000001,93.0,0.0
607,91.5,93.10000000000001,93.0,0.0
608,91.5,93.10000000000001,93.0,0.0
609,91.5,93.10000000000001,93.0,0.0
610,91.5,93.10000000000001,93.0,0.0
611,91.5,93.10000000000001,93.0,0.0
612,91.5,93.10000000000001,93.0,0.0
613,91.5,93.10000000000001,93.0,0.0
614,91.5,93.10000000000001,93.0,0.0
615,91.5,93.10000000000001,93.0,0.0
616,91.5,93.10000000000001,93.0,0.0
617,91.5,93.10000000000001,93.0,0.0
618,91.5,93.10000000000001,93.0,0.0
619,91.5,93.10000000000001,93.0,0.0
620,91.5,93.10000000000001,93.0,0.0
621,91.5,93.10000000000001,93.0,0.0
622,91.5,93.10000000000001,93.0,0.0
623,91.5,93.10000000000001,93.0,0.0
624,91.5,93.10000000000001,93.0,0.0
625,91.5,93.10000000000001,93.0,0.0
626,91.5,93.10000000000001,93.0,0.0
627,91.5,93.10000000000001,93.0,0.0
628,91.5,93.10000000000001,93.0,0.0
629,91.5,93.10000000000001,93.0,0.0
630,91.5,93.10000000000001,93.0,0.0
631,91.5,93.10000000000001,93.0,0.0
632,91.5,93.10000000000001,93.0,0.0
633,91.5,93.10000000000001,93.0,0.0
